GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	70.59870984100344	3.081642368794255e-13	0.000312011	1.21058e-05	1.23743257136136e-07	32.0	17.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
EEA1	33.0893019730281	1.0079000136200533e-05	2.80507e-06	0.605938	0.0384040900142764	50.0	27.0	84.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
GDF9	26.718502384391492	0.00016348794167870634	0.463964	0.0929277	3.66034020865596e-05	24.0	9.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
IDUA	26.285762993529147	0.0001969385485037986	0.00028152	0.336791	0.0206656637346275	144.0	95.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RNF114	26.187964386261235	0.00020538753356219935	0.0475803	0.168915	0.0002560120421331	14.0	9.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LSR	25.646720855051534	0.000259029630929718	0.00310709	0.050274	0.0172658535488151	44.0	25.0	72.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
TMEM9B	20.94464991236047	0.00032477193945992415	0.027599	NA	0.0010257315461657	5.0	NA	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
STK38L	20.87105186056909	0.0003358650515936488	0.176111	NA	0.0001667716361832	8.0	NA	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RP11-548K23.11	15.466122116689498	0.00043810100973390025	NA	NA	0.0004381010097339	NA	NA	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DLEU7	24.4122931435827	0.0004384733522953522	0.00637429	0.00979373	0.080086249114731	12.0	6.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
FAM187A	24.273724777603906	0.0004650398856302755	3.01198e-05	0.701053	0.253760897150623	25.0	14.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KIF9	24.118299671554016	0.0004967257912973213	1.18327e-05	0.52083	0.939718819171644	49.0	27.0	83.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
USE1	23.826742464559253	0.0005619976453926216	0.128666	0.00130682	0.0398482304923067	16.0	8.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CAMP	23.80657445902004	0.000566812511350054	0.0207714	0.00960337	0.0339295897742974	11.0	6.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SEZ6L2	23.654560156846557	0.0006044329860996889	0.815788	0.0199365	0.0004490051230869	49.0	16.0	91.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
JADE1	23.571039335063382	0.0006261368344653368	0.00211413	0.040478	0.0889739982379418	26.0	8.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DLEU7-AS1	19.362990921339552	0.0006668252018853099	0.00637429	0.00979373	NA	12.0	6.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
L3HYPDH	23.267791651838714	0.0007115742463967697	0.00749955	0.50077	0.0023593356577296	25.0	10.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PXYLP1	22.947636526839332	0.0008142075115126146	0.0812872	0.00024196	0.528710946024492	29.0	12.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
AGAP14P	13.795966363666869	0.0010098199999999994	0.00100982	NA	NA	32.0	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ARHGEF38	22.377879113606383	0.0010339999287325274	0.361048	0.00754437	0.0050759503929035	40.0	15.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CCDC103	22.238183146803546	0.0010962180651769733	3.72258e-05	0.574354	0.693451666494161	41.0	19.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SNX27	21.930433482450823	0.0012465249328874643	0.0381537	0.00239329	0.189380339023877	26.0	9.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DCDC2C	21.804296073774648	0.001313811092501781	0.721881	3.77936e-05	0.675108215684952	16.0	10.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CTBP2	21.629940889374247	0.0014127110529052625	0.0193535	0.104402	0.0099460280272843	78.0	47.0	160.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
DCAF1	21.509652248847793	0.0014851575221102118	0.136336	0.616782	0.0002538026319691	25.0	10.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CACNA1D	21.447534026338687	0.001523981918989519	0.0931372	0.105906	0.0022319446386079	86.0	32.0	138.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NUP210	21.171644431529863	0.0017087675060440952	0.0239062	0.0708268	0.0149254576408459	119.0	59.0	199.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
LRRK2	21.00068828157806	0.0018340936232870571	0.219341	0.0024996	0.0502074479199019	120.0	56.0	179.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PURG	20.859556305051655	0.0019442952421800104	0.000142128	0.996731	0.208519795514343	11.0	4.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SNTG2	20.818831308497124	0.0019772815891613976	0.0174624	0.00193601	0.891736807832346	43.0	24.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NPR3	20.795524661011417	0.0019964050484541167	0.0267678	0.00284448	0.400584031011868	21.0	7.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PANK4	20.788040661985804	0.0020025840615318247	0.527016	0.0674404	0.0008613712803947	47.0	25.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
STEAP1	16.687967333291414	0.002222214653787279	0.0303487	NA	0.007836350341726	9.0	NA	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SST	16.669371676202413	0.00224074088433205	NA	0.0069391	0.0345930445313883	NA	4.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
SQSTM1	20.38129038083554	0.002368064189970316	0.531967	0.00245492	0.0287300902708776	46.0	27.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
NTNG1	20.341440455035897	0.0024071943395593993	0.00939704	0.0137941	0.295275818901885	20.0	8.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
PSG7	20.2861104218212	0.002462574041830134	0.00706998	0.00637805	0.872611611146686	48.0	22.0	89.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
MYEF2	20.057733819347302	0.002704618953429659	0.0618996	0.0242966	0.0293281787746375	41.0	17.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ANKRD55	19.92849234977547	0.0028517282926558717	0.438948	0.00061376	0.174651055325589	41.0	17.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
C2CD6	16.0161839285157	0.0029975239421053744	0.000465435	0.714942	NA	80.0	33.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KIAA0922	11.596097681612497	0.0030334677533859	NA	NA	0.0030334677533859	NA	NA	148.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
KIFBP	15.836868778933825	0.0032460578920626357	0.000600774	0.605838	NA	25.0	7.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
ATP9B	19.600491260386335	0.003261009081939981	0.33625	0.000696999	0.236544553901767	87.0	43.0	104.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CCDC159	19.578140956535186	0.0032908929931146184	0.123102	0.00615542	0.0739840170564914	24.0	14.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
RNF167	19.572909736758238	0.00329792596031798	0.377634	0.00498826	0.0298384653408571	28.0	15.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
HSPA1L	19.511033274593885	0.0033822337378611664	0.0256791	0.0247139	0.0913506985527003	29.0	15.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
C3orf33	19.456941012767203	0.0034576534477157154	0.0812001	0.694451	0.0010562841668917	23.0	18.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
CSMD3	19.42186271136374	0.003507435784880176	0.0663919	0.0134026	0.0681227143904623	158.0	66.0	246.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_2021
