GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	23.215425740957983	0.00011467550528903057	0.019986	NA	0.0004551017125469	3.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RHOT1	18.776049733394725	0.0008696922199242754	0.000958919	NA	0.0873073246960329	7.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LONP2	21.56369818549993	0.0014521677501507233	0.199	0.260053	0.0004014093550155	20.0	4.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RP11-400G3.5	12.582341144872117	0.0018525900862234996	NA	NA	0.0018525900862235	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRAPPC3L	20.524356068921897	0.002232636943855602	0.0280984	0.598795	0.0020760267795094	12.0	3.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NOC2L	12.201260984690983	0.002241454054256101	NA	NA	0.0022414540542561	NA	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC17A1	12.109251905860592	0.002346979837439001	NA	NA	0.002346979837439	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF587B	12.039331424673556	0.002430481939366701	NA	NA	0.0024304819393667	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZSCAN25	20.171605496020312	0.0025811627230452544	0.000149851	0.437493	0.635566161878225	18.0	3.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIF19	19.923904509924476	0.00285709142131515	0.00117763	0.167308	0.239361081394202	18.0	3.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LY6K	11.409262724352342	0.0033305049089436974	NA	NA	0.0033305049089437	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
USP13	11.24997065826215	0.0036066160478188994	NA	NA	0.0036066160478189	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MEI1	11.179077724861209	0.003736750623543103	NA	NA	0.0037367506235431	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OTUD7B	11.02521544659303	0.004035570000000001	0.00403557	NA	NA	7.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIN	10.59497797669016	0.0050041436070147015	NA	NA	0.0050041436070147	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ALG8	10.298005496175447	0.005805191079041898	NA	NA	0.0058051910790419	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENOX2	10.244980371941052	0.005961160000000004	0.00596116	NA	NA	9.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FLYWCH1	14.160500883188558	0.006800034629124047	0.0120429	NA	0.0698803743089678	17.0	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GLIPR2	9.97289635019981	0.006829879999999997	0.00682988	NA	NA	5.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TOX2	9.908600025927273	0.0070530155715774	NA	NA	0.0070530155715774	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FER1L5	9.832479843086926	0.007326627814418405	NA	NA	0.0073266278144184	NA	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRMT2	9.71390243279853	0.007774149496645596	NA	NA	0.0077741494966456	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ASPDH	9.648535532677593	0.008032433335630997	NA	NA	0.008032433335631	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ACSL6	13.691589913558834	0.008347299189454557	0.00478943	NA	0.222139196080391	10.0	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CYP2C18	9.56689010438932	0.008367124079129101	NA	NA	0.0083671240791291	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MMACHC	9.557813596328392	0.008405182507793105	NA	NA	0.0084051825077931	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RIPK2	9.458926481823656	0.00883121	0.00883121	NA	NA	6.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AQP6	9.426103677180912	0.008977338346069	NA	NA	0.008977338346069	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
