GENE	TEST_STAT	META_PVAL	UKB_ALL_CASES_PVAL	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	52.13957002905981	1.2897960139775548e-10	0.0010831	NA	4.39913883099052e-09	3.0	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TOX2	20.2540079624492	3.9985087685434615e-05	NA	NA	3.99850876854346e-05	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC105371046	18.24981214250235	0.0001089189999999998	0.000108919	NA	NA	12.0	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENTPD1-AS1	18.186608563761716	0.00011241599999999998	0.000112416	NA	NA	30.0	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRAPPC3L	27.507435766828824	0.00011630537317189531	0.00395136	0.630289	0.0004271199831334	12.0	3.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LY6K	17.26741502025824	0.00017800347059650017	NA	NA	0.0001780034705965	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CDK5RAP2	22.06384788504034	0.0001946396813531186	0.000280218	NA	0.0577298299094907	34.0	NA	13.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RSPRY1	16.955521924345046	0.0002080440000000001	0.000208044	NA	NA	3.0	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MRPL20	16.80610019121838	0.00022418250225779998	NA	NA	0.0002241825022578	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM252	21.693625463150784	0.00023061662274454306	4.9548e-05	NA	0.39288274504175	4.0	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FMNL1	16.163569999510834	0.00030911876574339967	NA	NA	0.0003091187657434	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ACER3	16.12063825788546	0.00031582599999999974	0.000315826	NA	NA	3.0	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RHOT1	20.98232749293683	0.00031923425712757536	0.000654179	NA	0.0424667355346666	7.0	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ING1	20.82378381218436	0.0003431866997522484	0.000659077	NA	0.0456285473708788	11.0	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC16A12	15.860380333626644	0.00035971800000000003	0.000359718	NA	NA	6.0	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
