GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	32.801246961694474	1.1450681406908975e-05	4.9411686685681815	0.013579	0.0214830395852572	0.000258426	15.0	16.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KIF9	30.87988016058763	2.6723516355612173e-05	4.573106396744318	0.484807	0.575329793399795	7.06372e-07	25.0	82.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DSEL	28.841023271699886	6.519908086995495e-05	4.185758526598146	0.0124232	0.030819045993025	0.00142626	22.0	77.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
APBA3	25.727705529210887	0.0002502022848500487	3.60170872864245	0.0116824	0.164675517221868	0.00134629	39.0	105.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ADI1	25.670344405418206	0.00025642341125924637	3.5910423265925573	0.975774	0.0006536172912834	0.0041791	17.0	34.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TMEM9B	20.94464991236047	0.00032477193945992415	3.4884215011801296	NA	0.0010257315461657	0.027599	NA	18.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
STK38L	20.87105186056909	0.0003358650515936488	3.4738351842788173	NA	0.0001667716361832	0.176111	NA	11.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
LURAP1L	24.7598586032218	0.00037823510151278834	3.422238169605409	0.000251641	0.0570119278232286	0.292899	9.0	26.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DLEU7	24.4122931435827	0.0004384733522953522	3.358056795234641	0.00979373	0.080086249114731	0.00637429	6.0	13.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KAT2B	24.310784133758183	0.0004577834766835757	3.3393398868791473	0.0606067	0.0436585691405621	0.00198788	13.0	45.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PAQR5	23.42965897259073	0.0006646352369291145	3.1774166374807176	0.306817	0.0003663807330906	0.0726946	11.0	23.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DLEU7-AS1	19.362990921339552	0.0006668252018853099	3.1759879948774854	0.00979373	NA	0.00637429	6.0	NA	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TFCP2L1	23.228093485615595	0.0007235747012206064	3.140516626047108	0.0520241	0.0018422279657895	0.0943052	10.0	40.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
C12orf60	23.10696090898985	0.0007614346630219128	3.118367356551748	0.39908	0.0177891269492137	0.00135261	7.0	24.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PSG7	22.440464762763504	0.001007261972132321	2.996857561963805	0.00637805	0.297172683720856	0.00706998	22.0	85.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
JADE1	22.339363305977496	0.001050799591853714	2.97848010457241	0.0442246	0.0510403412566328	0.00624441	6.0	43.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
C11orf63	13.694747748088494	0.0010622416134898	2.9737766890259087	NA	0.0010622416134898	NA	NA	68.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
OR2T8	22.098265551199738	0.001162211913739894	2.934714676956981	0.0177751	0.0061363430128891	0.145781	5.0	5.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ARHGEF38	22.088663905527753	0.0011668808582498134	2.93297348435404	0.00754437	0.0058656973833109	0.361048	15.0	58.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
IQUB	22.06105451988323	0.0011804090617665121	2.927967465166583	0.0783537	0.0162706070625745	0.0127069	19.0	73.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NOP53	18.024819164795318	0.001220390608576882	2.9135011430969286	0.0125628	NA	0.00970228	28.0	NA	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
E2F1	21.944072204439482	0.0012394551708591508	2.906769176359312	0.35163	0.112271929798619	0.000435059	6.0	23.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RNF114	21.903588359411284	0.0012605560334510595	2.899437844570854	0.750554	0.0002560120421331	0.0912124	6.0	23.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FAM187A	21.88755784782861	0.0012690083840375386	2.8965355086151368	0.150788	0.142421922012094	0.000822685	11.0	56.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
EFCAB2	21.75865924188962	0.0013390220027573068	2.8732122866193763	0.00936454	0.008356115006287	0.240811	13.0	33.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GDF9	21.630787051816814	0.001412213902769842	2.850099517337412	0.0468296	0.0004364251712774	0.982888	7.0	43.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SLC22A16	21.561477445532795	0.001453509041275243	2.8375822624393154	0.0418841	0.0520740803454405	0.00953485	21.0	64.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DCAF1	21.509652248847793	0.0014851575221102118	2.8282274807877554	0.616782	0.0002538026319691	0.136336	10.0	66.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
USP6NL	21.482388445520137	0.0015020768554248644	2.8233078456054854	0.951505	0.0009441725856261	0.0240822	19.0	66.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PANK4	21.204853892942296	0.0016854132874649884	2.7732935865094883	0.0372242	0.0008613712803947	0.775191	24.0	60.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FIBCD1	21.137585441035217	0.0017330480900347132	2.7611893859606718	0.236404	0.0313222820376724	0.00347155	25.0	79.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PURG	20.96580335452434	0.001860750713651583	2.730311805771595	0.945163	0.208519795514343	0.000142128	3.0	19.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NOCT	20.868644787616773	0.0019370075654729882	2.7128686830306283	0.0804903	0.0043972735851805	0.0830815	8.0	25.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FAM186B	20.787934276537886	0.0020026720312119207	2.6983901673800346	0.0301275	0.0013922024979948	0.729948	29.0	81.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
USE1	20.754013097407235	0.002030914869399611	2.6923082806940895	0.00607366	0.0398482304923067	0.128666	7.0	29.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
EFHD2	16.54727565927669	0.0023662186681734426	2.6259451236164066	NA	0.20097938579752	0.00126956	NA	12.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FBXO40	20.342891042508846	0.0024057589388521	2.618747891863711	0.0179189	0.0094683074961223	0.225431	22.0	72.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NTNG1	20.341440455035897	0.0024071943395593993	2.6184888464963776	0.0137941	0.295275818901885	0.00939704	8.0	29.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
XKR7	20.3394962304475	0.0024091195214858267	2.618141653204595	0.000483158	0.580898103462391	0.136504	13.0	44.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
